order_id,customer_id,product_id,quantity,unit_price,total_amount,status,order_ts
ORD-000126,419,2,1,813.08,813.08,completed,2026-03-17 11:29:28
ORD-000127,118,55,2,520.62,1041.24,shipped,2026-03-31 21:25:17
ORD-000128,189,12,1,505.12,505.12,completed,2026-04-24 12:35:29
ORD-000129,329,18,4,631.84,2527.36,completed,2026-03-12 19:09:09
ORD-000130,313,9,5,728.78,3643.9,completed,2026-03-25 23:41:30
ORD-000131,322,57,3,737.45,2212.35,completed,2026-03-15 16:14:35
ORD-000132,441,53,5,130.42,652.1,completed,2026-03-18 07:53:36
ORD-000133,302,12,1,505.12,505.12,shipped,2026-04-22 19:30:58
ORD-000134,127,45,4,220.4,881.6,completed,2026-04-10 18:54:33
ORD-000135,308,83,1,342.57,342.57,cancelled,2026-04-15 03:51:06
ORD-000136,435,93,5,673.46,3367.3,completed,2026-04-12 23:01:25
ORD-000137,97,27,5,341.2,1706.0,shipped,2026-03-23 05:26:56
ORD-000138,254,38,1,344.45,344.45,shipped,2026-03-11 15:17:10
ORD-000139,305,15,2,735.73,1471.46,completed,2026-03-30 00:46:06
ORD-000140,68,68,1,290.27,290.27,shipped,2026-04-07 12:28:40
ORD-000141,350,73,4,772.5,3090.0,completed,2026-04-07 04:06:28
ORD-000142,9,98,4,258.34,1033.36,cancelled,2026-03-12 21:20:33
ORD-000143,21,9,1,728.78,728.78,completed,2026-04-14 16:08:43
ORD-000144,365,51,5,488.09,2440.45,cancelled,2026-04-12 01:06:52
ORD-000145,43,99,4,482.62,1930.48,cancelled,2026-04-03 09:21:13
ORD-000146,43,69,5,370.39,1851.95,completed,2026-04-21 13:53:52
ORD-000147,499,11,5,413.83,2069.15,completed,2026-03-03 16:36:07
ORD-000148,325,69,3,370.39,1111.17,completed,2026-04-05 02:38:55
ORD-000149,30,40,4,143.83,575.32,completed,2026-03-15 15:18:42
ORD-000150,314,12,4,505.12,2020.48,cancelled,2026-04-23 07:29:36
ORD-000151,380,8,3,809.51,2428.53,completed,2026-03-19 00:02:28
ORD-000152,360,16,1,200.02,200.02,completed,2026-03-16 19:00:16
ORD-000153,268,21,4,33.4,133.6,cancelled,2026-03-01 11:22:37
ORD-000154,65,93,3,673.46,2020.38,completed,2026-04-20 10:27:39
ORD-000155,172,94,1,433.63,433.63,shipped,2026-03-12 22:55:53
ORD-000156,365,35,5,25.35,126.75,cancelled,2026-04-26 14:25:35
ORD-000157,262,81,1,484.39,484.39,completed,2026-03-30 07:25:37
ORD-000158,86,8,4,809.51,3238.04,completed,2026-03-07 03:21:38
ORD-000159,458,21,3,33.4,100.2,cancelled,2026-03-12 20:15:13
ORD-000160,2,87,1,605.95,605.95,completed,2026-04-16 05:28:28
ORD-000161,187,2,2,813.08,1626.16,shipped,2026-04-28 06:49:25
ORD-000162,284,20,2,887.59,1775.18,shipped,2026-03-02 22:42:45
ORD-000163,469,29,3,487.67,1463.01,completed,2026-04-15 08:50:41
ORD-000164,62,35,1,25.35,25.35,cancelled,2026-03-25 10:25:36
ORD-000165,412,87,1,605.95,605.95,cancelled,2026-04-19 15:52:27
ORD-000166,444,6,4,613.86,2455.44,completed,2026-04-26 07:04:00
ORD-000167,284,100,3,281.04,843.12,shipped,2026-04-10 20:51:18
ORD-000168,289,2,3,813.08,2439.24,completed,2026-04-18 13:23:01
ORD-000169,189,95,5,627.59,3137.95,cancelled,2026-04-15 07:06:33
ORD-000170,390,64,2,612.48,1224.96,completed,2026-03-15 04:06:02
ORD-000171,13,20,1,887.59,887.59,completed,2026-03-02 09:04:16
ORD-000172,487,70,3,341.93,1025.79,completed,2026-03-21 23:39:03
ORD-000173,54,1,4,60.27,241.08,completed,2026-03-07 12:48:14
ORD-000174,493,68,2,290.27,580.54,completed,2026-04-04 06:05:09
ORD-000175,472,19,3,894.74,2684.22,completed,2026-04-25 22:24:06
ORD-000176,235,67,4,346.13,1384.52,completed,2026-03-17 10:26:17
ORD-000177,327,75,1,508.34,508.34,shipped,2026-03-29 19:08:21
ORD-000178,223,10,5,123.09,615.45,completed,2026-03-25 21:43:57
ORD-000179,475,31,3,164.73,494.19,shipped,2026-04-14 12:31:52
ORD-000180,140,90,3,861.53,2584.59,completed,2026-04-10 07:30:57
ORD-000181,56,10,2,123.09,246.18,completed,2026-04-22 02:42:42
ORD-000182,161,14,2,24.48,48.96,shipped,2026-04-02 07:01:54
ORD-000183,232,16,5,200.02,1000.1,completed,2026-04-08 16:26:25
ORD-000184,47,60,3,202.83,608.49,completed,2026-03-07 19:38:03
ORD-000185,21,88,3,434.06,1302.18,completed,2026-03-09 02:02:04
ORD-000186,496,42,2,690.11,1380.22,completed,2026-04-25 14:57:46
ORD-000187,134,51,5,488.09,2440.45,completed,2026-04-27 13:07:11
ORD-000188,285,4,4,152.26,609.04,cancelled,2026-03-07 07:32:10
ORD-000189,412,32,1,356.79,356.79,completed,2026-04-01 20:17:23
ORD-000190,67,16,1,200.02,200.02,completed,2026-04-27 15:54:25
ORD-000191,481,52,3,778.04,2334.12,completed,2026-03-18 01:03:06
ORD-000192,12,75,5,508.34,2541.7,completed,2026-04-14 21:16:12
ORD-000193,48,26,4,406.44,1625.76,completed,2026-03-10 19:18:40
ORD-000194,26,16,1,200.02,200.02,completed,2026-03-01 07:12:57
ORD-000195,255,74,4,726.17,2904.68,completed,2026-03-09 09:37:07
ORD-000196,110,49,4,224.04,896.16,completed,2026-04-19 11:06:48
ORD-000197,18,36,3,419.39,1258.17,cancelled,2026-04-02 18:35:19
ORD-000198,152,80,5,763.18,3815.9,shipped,2026-04-15 00:26:00
ORD-000199,45,53,5,130.42,652.1,completed,2026-03-31 21:46:48
ORD-000200,330,50,2,365.03,730.06,cancelled,2026-04-04 16:44:17
ORD-000201,,32,5,356.79,1783.95,completed,2026-03-11 23:17:21
ORD-000202,177,62,5,853.93,4269.65,cancelled,2026-03-11 06:21:13
ORD-000203,93,65,3,448.58,1345.74,completed,2026-04-06 14:09:14
ORD-000204,459,41,5,843.98,4219.9,completed,2026-04-16 22:56:00
ORD-000205,393,8,4,809.51,3238.04,cancelled,2026-03-28 10:59:11
ORD-000206,337,30,2,774.96,1549.92,completed,2026-04-24 14:58:33
ORD-000207,392,35,5,25.35,126.75,completed,2026-03-09 21:57:52
ORD-000208,91,74,4,726.17,2904.68,completed,2026-04-08 17:40:32
ORD-000209,468,76,3,503.77,1511.31,cancelled,2026-03-10 10:56:14
ORD-000210,289,4,3,152.26,456.78,completed,2026-03-01 03:19:57
ORD-000211,278,73,2,772.5,1545.0,completed,2026-03-08 06:04:43
ORD-000212,29,23,4,690.42,2761.68,completed,2026-04-28 20:42:50
ORD-000213,245,78,2,186.99,373.98,completed,2026-04-29 04:49:58
ORD-000214,175,43,5,729.48,3647.4,completed,2026-04-18 19:14:57
ORD-000215,301,42,1,690.11,690.11,completed,2026-04-29 18:37:20
ORD-000216,441,100,1,281.04,281.04,completed,2026-03-07 04:50:18
ORD-000217,301,10,3,123.09,369.27,completed,2026-03-16 09:35:49
ORD-000218,500,44,3,555.36,1666.08,completed,2026-04-10 19:01:56
ORD-000219,492,94,4,433.63,1734.52,shipped,2026-03-11 00:43:31
ORD-000220,356,84,3,544.62,1633.86,cancelled,2026-04-19 03:32:21
ORD-000221,418,46,2,95.3,190.6,completed,2026-03-19 02:33:26
ORD-000222,66,49,3,224.04,672.12,completed,2026-03-15 13:16:38
ORD-000223,201,94,1,433.63,433.63,cancelled,2026-03-01 03:08:38
ORD-000224,472,5,2,470.71,941.42,cancelled,2026-03-23 12:24:51
ORD-000225,73,29,5,487.67,2438.35,completed,2026-04-24 05:56:05
ORD-000226,164,96,1,188.04,188.04,completed,2026-04-15 11:22:23
ORD-000227,374,82,1,175.48,175.48,completed,2026-03-09 00:43:52
ORD-000228,128,58,1,275.08,275.08,completed,2026-04-14 16:21:57
ORD-000229,369,45,3,220.4,661.2,completed,2026-03-11 20:04:00
ORD-000230,497,7,4,526.92,2107.68,completed,2026-04-02 08:43:16
ORD-000231,180,53,4,130.42,521.68,cancelled,2026-03-05 10:12:42
ORD-000232,404,49,1,224.04,224.04,cancelled,2026-03-08 06:32:33
ORD-000233,38,84,2,544.62,1089.24,completed,2026-04-20 07:34:09
ORD-000234,488,38,1,344.45,344.45,completed,2026-04-10 14:29:34
ORD-000235,83,10,3,123.09,369.27,completed,2026-04-20 10:19:48
ORD-000236,315,71,1,486.45,486.45,shipped,2026-04-09 02:22:20
ORD-000237,85,91,1,194.57,194.57,cancelled,2026-04-03 00:12:07
ORD-000238,170,56,2,540.14,1080.28,completed,2026-04-27 20:18:48
ORD-000239,370,25,4,340.14,1360.56,cancelled,2026-03-17 03:49:32
ORD-000240,50,34,3,752.17,2256.51,completed,2026-04-11 15:21:05
ORD-000241,79,51,5,488.09,2440.45,completed,2026-03-26 06:07:31
ORD-000242,151,47,1,404.56,404.56,cancelled,2026-04-03 20:48:35
ORD-000243,106,62,2,853.93,1707.86,completed,2026-04-24 23:03:47
ORD-000244,433,82,3,175.48,526.44,completed,2026-04-25 06:45:29
ORD-000245,459,40,4,143.83,575.32,completed,2026-03-31 06:11:34
ORD-000246,190,12,5,505.12,2525.6,shipped,2026-04-06 17:16:08
ORD-000247,135,48,2,634.44,1268.88,shipped,2026-04-02 22:22:32
ORD-000248,289,60,3,202.83,608.49,completed,2026-04-16 14:13:20
ORD-000249,414,20,1,887.59,887.59,cancelled,2026-04-25 11:28:59
ORD-000250,32,53,5,130.42,652.1,shipped,2026-04-16 03:50:39
ORD-000251,294,67,4,346.13,1384.52,completed,2026-03-27 06:42:44
ORD-000252,463,61,3,251.26,753.78,completed,2026-04-25 09:37:33
ORD-000253,410,65,5,448.58,2242.9,cancelled,2026-03-04 05:11:00
ORD-000254,487,87,5,605.95,3029.75,shipped,2026-04-21 19:37:15
ORD-000255,65,23,2,690.42,1380.84,completed,2026-04-17 16:59:00
ORD-000256,104,55,1,520.62,520.62,completed,2026-03-18 08:08:53
ORD-000257,45,77,3,352.64,1057.92,shipped,2026-04-10 21:33:37
ORD-000258,439,72,4,765.16,3060.64,completed,2026-03-26 12:07:34
ORD-000259,403,67,4,346.13,1384.52,cancelled,2026-03-03 23:33:00
ORD-000260,58,76,5,503.77,2518.85,shipped,2026-03-11 08:43:23
ORD-000261,299,20,2,887.59,1775.18,completed,2026-03-25 02:35:39
ORD-000262,403,14,5,24.48,122.4,completed,2026-03-12 20:19:23
ORD-000263,136,69,3,370.39,1111.17,shipped,2026-03-05 09:02:24
ORD-000264,243,84,4,544.62,2178.48,completed,2026-03-25 01:49:43
ORD-000265,317,23,3,690.42,2071.26,cancelled,2026-04-05 18:45:45
ORD-000266,456,88,4,434.06,1736.24,completed,2026-04-28 09:35:23
ORD-000267,472,89,2,816.79,1633.58,completed,2026-04-27 06:41:53
ORD-000268,160,48,1,634.44,634.44,completed,2026-04-09 12:57:58
ORD-000269,69,63,1,820.86,820.86,completed,2026-03-06 15:42:02
ORD-000270,138,96,4,188.04,752.16,shipped,2026-03-12 12:19:04
ORD-000271,109,78,1,186.99,186.99,shipped,2026-04-18 07:55:04
ORD-000272,445,95,4,627.59,2510.36,completed,2026-03-13 05:11:42
ORD-000273,34,8,5,809.51,4047.55,completed,2026-03-11 18:12:44
ORD-000274,400,91,5,194.57,972.85,cancelled,2026-04-05 19:03:41
ORD-000275,449,73,1,772.5,772.5,completed,2026-04-19 16:58:55
ORD-000276,26,8,2,809.51,1619.02,completed,2026-04-28 07:22:53
ORD-000277,422,91,2,194.57,389.14,shipped,2026-04-13 10:35:20
ORD-000278,349,65,4,448.58,1794.32,completed,2026-03-21 19:29:24
ORD-000279,229,31,3,164.73,494.19,completed,2026-03-30 02:22:18
ORD-000280,177,61,5,251.26,1256.3,completed,2026-03-26 11:15:57
ORD-000281,198,34,1,752.17,752.17,completed,2026-04-12 23:00:03
ORD-000282,439,21,5,33.4,167.0,completed,2026-03-12 16:11:49
ORD-000283,138,83,2,342.57,685.14,shipped,2026-03-18 16:28:24
ORD-000284,243,66,1,847.72,847.72,completed,2026-03-06 23:40:34
ORD-000285,115,83,2,342.57,685.14,completed,2026-03-23 23:41:31
ORD-000286,141,78,3,186.99,560.97,shipped,2026-03-16 00:35:55
ORD-000287,112,49,3,224.04,672.12,shipped,2026-04-01 14:49:31
ORD-000288,204,39,5,226.52,1132.6,cancelled,2026-03-09 01:17:43
ORD-000289,288,14,1,24.48,24.48,cancelled,2026-03-29 10:22:29
ORD-000290,247,78,3,186.99,560.97,completed,2026-04-11 20:03:51
ORD-000291,442,44,3,555.36,1666.08,completed,2026-03-21 12:09:44
ORD-000292,265,34,3,752.17,2256.51,completed,2026-04-18 18:32:29
ORD-000293,349,8,5,809.51,4047.55,completed,2026-04-05 12:21:52
ORD-000294,152,93,1,673.46,673.46,completed,2026-03-20 05:53:29
ORD-000295,299,54,4,214.57,858.28,cancelled,2026-04-06 22:42:51
ORD-000296,352,25,3,340.14,1020.42,cancelled,2026-03-15 15:54:15
ORD-000297,260,82,4,175.48,701.92,completed,2026-03-03 10:56:52
ORD-000298,50,22,5,166.08,830.4,shipped,2026-04-19 13:18:14
ORD-000299,391,17,3,45.53,136.59,completed,2026-03-15 03:38:47
ORD-000300,114,88,3,434.06,1302.18,completed,2026-03-20 20:44:56
ORD-000301,191,29,3,487.67,-50.0,completed,2026-04-04 11:56:14
ORD-000302,241,75,3,508.34,1525.02,completed,2026-04-01 19:42:43
ORD-000303,37,82,5,175.48,877.4,shipped,2026-03-24 01:24:10
ORD-000304,272,25,5,340.14,1700.7,completed,2026-04-23 10:06:14
ORD-000305,71,53,1,130.42,130.42,completed,2026-03-06 18:30:38
ORD-000306,74,44,4,555.36,2221.44,completed,2026-03-25 07:20:26
ORD-000307,250,92,2,866.06,1732.12,completed,2026-03-12 21:03:28
ORD-000308,30,81,2,484.39,968.78,completed,2026-04-10 00:53:55
ORD-000309,296,58,3,275.08,825.24,completed,2026-04-17 17:51:41
ORD-000310,223,63,1,820.86,820.86,shipped,2026-04-22 01:37:39
ORD-000311,3,52,4,778.04,3112.16,completed,2026-03-31 10:02:38
ORD-000312,487,69,2,370.39,740.78,completed,2026-03-15 10:24:57
ORD-000313,347,42,5,690.11,3450.55,completed,2026-04-18 23:20:52
ORD-000314,160,81,2,484.39,968.78,completed,2026-04-16 11:27:46
ORD-000315,157,14,4,24.48,97.92,completed,2026-03-29 02:34:02
ORD-000316,234,9,1,728.78,728.78,cancelled,2026-04-11 13:24:41
ORD-000317,455,77,5,352.64,1763.2,completed,2026-04-09 08:12:39
ORD-000318,85,44,4,555.36,2221.44,shipped,2026-04-08 17:08:23
ORD-000319,109,3,2,517.57,1035.14,completed,2026-04-16 19:13:23
ORD-000320,188,76,5,503.77,2518.85,completed,2026-04-20 19:30:57
ORD-000321,320,49,3,224.04,672.12,completed,2026-03-12 04:31:52
ORD-000322,335,77,1,352.64,352.64,completed,2026-03-19 20:03:50
ORD-000323,195,7,1,526.92,526.92,completed,2026-04-04 07:49:23
ORD-000324,106,71,3,486.45,1459.35,completed,2026-03-31 18:25:30
ORD-000325,340,39,4,226.52,906.08,cancelled,2026-03-19 20:19:25
ORD-000326,215,35,5,25.35,126.75,completed,2026-03-23 19:00:22
ORD-000327,59,66,5,847.72,4238.6,completed,2026-04-23 13:42:26
ORD-000328,399,64,2,612.48,1224.96,completed,2026-03-23 16:43:39
ORD-000329,152,67,2,346.13,692.26,completed,2026-04-08 09:04:53
ORD-000330,353,6,5,613.86,3069.3,shipped,2026-03-30 16:26:18
ORD-000331,344,43,2,729.48,1458.96,completed,2026-04-30 23:32:09
ORD-000332,77,15,5,735.73,3678.65,completed,2026-03-19 06:00:37
ORD-000333,464,100,5,281.04,1405.2,completed,2026-04-26 20:18:44
ORD-000334,136,83,2,342.57,685.14,shipped,2026-04-01 13:13:20
ORD-000335,448,7,1,526.92,526.92,completed,2026-03-09 17:38:22
ORD-000336,219,38,3,344.45,1033.35,completed,2026-03-10 12:36:53
ORD-000337,340,13,1,727.19,727.19,completed,2026-04-30 18:57:41
ORD-000338,490,43,3,729.48,2188.44,cancelled,2026-03-04 08:03:48
ORD-000339,94,35,1,25.35,25.35,completed,2026-04-07 11:31:19
ORD-000340,428,52,4,778.04,3112.16,shipped,2026-04-01 14:06:11
ORD-000341,333,89,4,816.79,3267.16,completed,2026-03-10 08:38:42
ORD-000342,483,15,2,735.73,1471.46,completed,2026-03-17 21:51:54
ORD-000343,248,14,4,24.48,97.92,cancelled,2026-03-03 02:29:30
ORD-000344,195,87,4,605.95,2423.8,completed,2026-04-19 01:44:33
ORD-000345,248,79,1,75.77,75.77,shipped,2026-03-06 19:14:35
ORD-000346,33,15,4,735.73,2942.92,completed,2026-04-02 22:19:35
ORD-000347,393,84,3,544.62,1633.86,cancelled,2026-04-30 04:53:32
ORD-000348,266,93,5,673.46,3367.3,cancelled,2026-04-16 11:40:59
ORD-000349,339,89,5,816.79,4083.95,completed,2026-04-24 08:14:26
ORD-000350,198,62,3,853.93,2561.79,completed,2026-03-19 00:38:50
ORD-000351,330,72,5,765.16,3825.8,completed,2026-04-27 23:34:34
ORD-000352,446,65,4,448.58,1794.32,completed,2026-03-07 05:56:50
ORD-000353,170,10,4,123.09,492.36,completed,2026-04-10 15:13:46
ORD-000354,330,7,5,526.92,2634.6,shipped,2026-04-16 03:57:26
ORD-000355,228,52,2,778.04,1556.08,cancelled,2026-04-25 07:17:06
ORD-000356,229,58,1,275.08,275.08,completed,2026-03-07 05:51:07
ORD-000357,10,16,4,200.02,800.08,completed,2026-03-14 00:12:42
ORD-000358,282,52,4,778.04,3112.16,completed,2026-04-28 03:42:56
ORD-000359,156,12,5,505.12,2525.6,cancelled,2026-03-22 00:47:17
ORD-000360,487,72,2,765.16,1530.32,completed,2026-03-20 07:23:24
ORD-000361,433,47,1,404.56,404.56,shipped,2026-03-09 15:53:02
ORD-000362,308,43,5,729.48,3647.4,shipped,2026-03-12 01:26:08
ORD-000363,59,92,3,866.06,2598.18,completed,2026-03-16 07:31:26
ORD-000364,182,98,2,258.34,516.68,completed,2026-04-30 11:34:18
ORD-000365,24,71,5,486.45,2432.25,completed,2026-04-07 20:07:45
